egt,n1a,n2a,nf,ff,mn,t2,tat,oat,alt,p2e,wai,nai,prv,hpv,xf,acnum,reportts,pos,Predict
930.7,85.64,92.98,85.72,3332.0,0.245,26.9,25.7,24.9,1499.0,14.652,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-20 12:09:23,2,23.100258852954703
947.5,86.21,93.64,86.28,3308.0,0.251,32.0,33.5,29.7,2386.0,14.25,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-20 15:20:05,2,22.711160233634278
905.5,83.89,91.7,83.94,3294.0,0.27,19.7,24.5,17.6,1554.0,14.706,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-08-20 22:10:41,2,23.79517055883755
883.0,83.26,90.81,83.32,3168.0,0.247,14.6,13.7,12.7,1601.0,14.633,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-21 03:23:56,2,23.95367160414513
936.6,86.03,92.96,86.14,3427.0,0.257,25.1,26.2,23.2,831.0,15.129,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-21 09:16:37,2,24.4283831454026
914.1,85.33,92.14,85.42,3381.0,0.274,21.7,25.7,18.7,1573.0,14.784,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-21 22:03:20,2,23.47377627052041
955.6,89.55,93.39,89.75,3853.0,0.265,15.3,15.5,13.6,1766.0,14.594,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-22 03:44:49,2,22.34584233739297
923.7,84.35,92.58,84.4,3254.0,0.257,27.5,27.0,25.2,1323.0,14.958,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-08-22 09:17:29,2,23.027695703555274
902.1,84.79,91.51,84.89,3372.0,0.279,16.0,20.0,13.8,950.0,15.181,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-22 19:53:42,2,23.884967562553662
1008.6,92.71,95.15,92.91,4018.0,0.275,19.9,20.2,17.9,3363.0,13.842,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-23 02:29:50,2,23.104912514305475
913.5,83.58,92.42,83.6,3163.0,0.252,29.5,31.0,27.4,947.0,15.045,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-23 14:45:19,2,23.27528507280447
867.2,82.4,90.27,82.43,3197.0,0.271,12.9,20.7,10.8,1356.0,14.798,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-23 22:45:15,2,23.30979232379788
895.1,83.39,91.64,83.42,2940.0,0.277,22.4,28.0,20.2,3897.0,13.526,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-24 02:19:03,2,24.086706545658913
873.9,82.0,90.68,82.03,3054.0,0.249,18.3,19.5,16.3,1094.0,14.904,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-24 06:04:20,2,24.404253218173757
951.9,86.24,93.6,86.32,3423.0,0.248,31.0,29.5,29.0,1260.0,14.838,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-24 15:33:03,2,23.63480671896959
916.4,85.78,91.87,85.92,3457.0,0.27,15.6,18.7,13.5,1480.0,14.833,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-24 22:15:29,2,23.371158388846432
949.2,88.39,93.42,88.58,3506.0,0.264,19.8,19.0,17.7,2770.0,14.062,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-25 04:58:12,2,23.323510051612587
1018.2,93.45,95.75,93.66,4220.0,0.285,23.9,23.5,21.4,2576.0,14.444,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-25 15:36:12,2,22.188096434075174
864.6,82.2,90.01,82.25,3165.0,0.256,11.6,15.2,9.2,1234.0,14.812,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-26 03:54:00,2,23.26234463113653
906.0,82.91,92.22,82.92,3039.0,0.267,29.6,28.7,27.7,1522.0,14.742,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-26 07:16:24,2,23.120724255438866
946.8,87.11,93.09,87.25,3565.0,0.255,21.9,20.7,19.9,1315.0,14.794,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-26 12:17:13,2,23.503308553520675
922.2,87.19,92.32,87.39,3435.0,0.277,14.3,16.5,12.3,2512.0,14.191,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-27 01:46:57,2,22.46186200410685
922.2,83.64,92.71,83.66,3152.0,0.267,30.5,28.0,28.7,1835.0,14.663,0.0,0.0,1.0,0.0,0.0,VQ-BGU,2019-08-27 13:44:40,2,23.342640201021393
893.7,83.2,91.17,83.25,3171.0,0.247,18.0,16.7,16.1,1186.0,14.868,0.0,0.0,0.0,0.0,0.0,VQ-BGU,2019-08-28 12:34:04,2,23.213587625237814
